accession	tier	bioproject	bait	bait_class	kmer_cov	known_phage_match	match_ref	qcov	identity	novelty
SRR11496681	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496682	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496682	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496682	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496682	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496682	E1	SRP255560	ECBAIT_10_0151_MEMBER_INTERIOR_01	member_interior	0.7368	no	-	-	-	novel (no known-phage match)
SRR11496683	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496683	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496683	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496684	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496684	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7577	no	-	-	-	novel (no known-phage match)
SRR11496684	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496684	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496685	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496685	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496685	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496685	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496686	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496686	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496686	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496686	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496687	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496687	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496688	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496688	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR11496688	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR11496689	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496689	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496689	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR11496690	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496690	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496690	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR11496691	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR11496692	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
SRR11496693	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496693	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496693	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR11496694	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496694	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496694	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR11496695	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496695	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496696	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496696	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496697	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496697	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496698	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496698	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496698	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496698	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496699	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
SRR11496699	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496699	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8812	no	-	-	-	novel (no known-phage match)
SRR11496700	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496700	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR11496700	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496700	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496701	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496701	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496702	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496702	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR11496702	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496702	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496703	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496703	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496704	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496704	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496705	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496705	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496706	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496706	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496707	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496707	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496708	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496708	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496709	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496709	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR11496709	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496710	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9103	no	-	-	-	novel (no known-phage match)
SRR11496711	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496711	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496712	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9103	no	-	-	-	novel (no known-phage match)
SRR11496713	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7726	no	-	-	-	novel (no known-phage match)
SRR11496714	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7726	no	-	-	-	novel (no known-phage match)
SRR11496715	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496715	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496715	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496716	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496716	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496716	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496716	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7769	no	-	-	-	novel (no known-phage match)
SRR11496717	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496717	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
SRR11496718	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496718	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR18211846	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8718	no	-	-	-	novel (no known-phage match)
SRR18211848	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.8237	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211848	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR18211848	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211848	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7145	no	-	-	-	novel (no known-phage match)
SRR18211849	E1	SRP362296	ECBAIT_0_0054_MEMBER_INTERIOR_01	member_interior	0.7538	no	-	-	-	novel (no known-phage match)
SRR18211849	E1	SRP362296	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR18211849	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9368	no	-	-	-	novel (no known-phage match)
SRR18211849	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7256	no	-	-	-	novel (no known-phage match)
SRR18211850	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.7289	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211850	E1	SRP362296	ECBAIT_10_0151_JUNCTION_03	junction	0.7979	yes	lambda_NC_001416.1	0.673	0.9316	known-phage-matched
SRR18211852	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.933	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211852	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211852	E1	SRP362296	ECBAIT_0_0054_MEMBER_INTERIOR_01	member_interior	0.8265	no	-	-	-	novel (no known-phage match)
SRR18211853	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8675	no	-	-	-	novel (no known-phage match)
SRR18211854	E1	SRP362296	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR18211854	E1	SRP362296	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR18211854	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211855	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR18211857	E1	SRP362296	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211857	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR18211857	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR18211860	E1	SRP362296	ECBAIT_0_0046_JUNCTION_02	junction	0.7619	no	-	-	-	novel (no known-phage match)
SRR18211860	E1	SRP362296	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR18211860	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8145	no	-	-	-	novel (no known-phage match)
SRR18211860	E1	SRP362296	ECBAIT_10_0151_MEMBER_INTERIOR_01	member_interior	0.7077	no	-	-	-	novel (no known-phage match)
SRR18211860	E1	SRP362296	ECBAIT_1_0022_JUNCTION_03	junction	0.7897	no	-	-	-	novel (no known-phage match)
SRR18211862	E1	SRP362296	ECBAIT_0_0000_INTERIOR_MODULE_01	interior_module	0.7239	no	-	-	-	novel (no known-phage match)
SRR18211862	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9278	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211862	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211862	E1	SRP362296	ECBAIT_0_0054_MEMBER_INTERIOR_01	member_interior	0.888	no	-	-	-	novel (no known-phage match)
SRR18211862	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR18211863	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8812	no	-	-	-	novel (no known-phage match)
SRR18211864	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
SRR18211865	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211865	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211867	E1	SRP362296	ECBAIT_0_0054_MEMBER_INTERIOR_01	member_interior	0.8137	no	-	-	-	novel (no known-phage match)
SRR18211867	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR18211867	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7487	no	-	-	-	novel (no known-phage match)
SRR18211868	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211868	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211868	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR18211869	E1	SRP362296	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211869	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR18211870	E1	SRP362296	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.7855	no	-	-	-	novel (no known-phage match)
SRR18211870	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211870	E1	SRP362296	ECBAIT_1_0022_JUNCTION_02	junction	0.7062	no	-	-	-	novel (no known-phage match)
SRR18211870	E1	SRP362296	ECBAIT_1_0022_JUNCTION_03	junction	0.9278	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211872	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7855	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7974	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_1_0022_JUNCTION_02	junction	0.9392	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_1_0022_JUNCTION_03	junction	0.9691	no	-	-	-	novel (no known-phage match)
SRR18211872	E1	SRP362296	ECBAIT_1_0022_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211873	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.8505	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211873	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211873	E1	SRP362296	ECBAIT_10_0002_JUNCTION_01	junction	0.7711	no	-	-	-	novel (no known-phage match)
SRR18211873	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR18211873	E1	SRP362296	ECBAIT_1_0022_JUNCTION_03	junction	0.9691	no	-	-	-	novel (no known-phage match)
SRR18211873	E1	SRP362296	ECBAIT_1_0022_MEMBER_INTERIOR_01	member_interior	0.8077	no	-	-	-	novel (no known-phage match)
SRR18211874	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211875	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR18211876	E1	SRP362296	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211876	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR18211877	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211877	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR18211877	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211878	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9021	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211878	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.9538	no	-	-	-	novel (no known-phage match)
SRR18211878	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211878	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7179	no	-	-	-	novel (no known-phage match)
SRR18211879	E1	SRP362296	ECBAIT_0_0000_INTERIOR_MODULE_01	interior_module	0.7316	no	-	-	-	novel (no known-phage match)
SRR18211879	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211879	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211879	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR18211880	E1	SRP362296	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211880	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211880	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR18211880	E1	SRP362296	ECBAIT_1_0004_JUNCTION_02	junction	0.7155	no	-	-	-	novel (no known-phage match)
SRR18211881	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211881	E1	SRP362296	ECBAIT_1_0004_JUNCTION_02	junction	0.7155	no	-	-	-	novel (no known-phage match)
SRR18211882	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211882	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR18211882	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211882	E1	SRP362296	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8094	no	-	-	-	novel (no known-phage match)
SRR18211883	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
SRR18211885	E1	SRP362296	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR18211885	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR18211886	E1	SRP362296	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR18211886	E1	SRP362296	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR18211886	E1	SRP362296	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
