accession	tier	scientific_name	bioproject	n_baits_ge_0.7	baits_ge_0.7
SRR18211862	E1	Escherichia coli	SRP362296	5	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.928;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR18211864	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR18211865	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000
SRR18211867	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.814;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.749
SRR18211868	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR18211870	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.785;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0022_JUNCTION_02:0.706;ECBAIT_1_0022_JUNCTION_03:0.928
SRR18211869	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211872	E1	Escherichia coli	SRP362296	8	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0046_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.785;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.797;ECBAIT_1_0022_JUNCTION_02:0.939;ECBAIT_1_0022_JUNCTION_03:0.969;ECBAIT_1_0022_MEMBER_INTERIOR_01:1.000
SRR18211873	E1	Escherichia coli	SRP362296	6	ECBAIT_0_0000_JUNCTION_02:0.851;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0002_JUNCTION_01:0.771;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0022_JUNCTION_03:0.969;ECBAIT_1_0022_MEMBER_INTERIOR_01:0.808
SRR18211875	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
SRR18211876	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211874	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211877	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211878	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.902;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.954;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.718
SRR18211879	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.732;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211880	E1	Escherichia coli	SRP362296	4	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710;ECBAIT_1_0004_JUNCTION_02:0.716
SRR18211881	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0004_JUNCTION_02:0.716
SRR18211882	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.809
SRR18211883	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.804
SRR18211885	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211887	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.748
SRR18211886	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211888	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211889	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211890	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.908;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.979;ECBAIT_0_0052_JUNCTION_03:0.809;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
SRR18211891	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.887;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.734
SRR18211892	E1	Escherichia coli	SRP362296	7	ECBAIT_0_0000_JUNCTION_02:0.941;ECBAIT_0_0014_JUNCTION_02:0.865;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0052_JUNCTION_03:0.838;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.791;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0004_JUNCTION_02:0.736
SRR18211893	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211894	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.732;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.831
SRR18211895	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211896	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211897	E1	Escherichia coli	SRP362296	5	ECBAIT_0_0000_JUNCTION_02:0.850;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
SRR18211898	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211900	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211901	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211902	E1	Escherichia coli	SRP362296	3	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.822;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.804
SRR18211903	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.855;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211904	E1	Escherichia coli	SRP362296	6	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.812;ECBAIT_10_0002_JUNCTION_01:0.771;ECBAIT_10_0002_JUNCTION_02:0.894;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0022_JUNCTION_02:0.706;ECBAIT_1_0022_JUNCTION_03:0.928
SRR18211905	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_INTERIOR_MODULE_01:0.710;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000
SRR18211906	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.740;ECBAIT_10_0151_JUNCTION_03:0.916;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR18211907	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR18211908	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211910	E1	Escherichia coli	SRP362296	4	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.865;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.708;ECBAIT_1_0004_JUNCTION_01:0.703
SRR18211909	E1	Escherichia coli	SRP362296	5	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.767;ECBAIT_1_0026_MEMBER_INTERIOR_01:0.896
SRR18211911	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.954;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211912	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.728
SRR18211913	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.727
SRR18211914	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211915	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.728
SRR18211916	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.877;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.992;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.739
SRR18211918	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211917	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.744
SRR18211919	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.747;ECBAIT_10_0002_JUNCTION_01:0.703;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211922	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211923	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.747;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211925	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.754;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.749;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.719;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR18211927	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.771;ECBAIT_1_0004_JUNCTION_01:0.703
SRR18211928	E1	Escherichia coli	SRP362296	6	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0022_JUNCTION_02:0.939;ECBAIT_1_0022_JUNCTION_03:0.969;ECBAIT_1_0022_MEMBER_INTERIOR_01:1.000
SRR18211930	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211929	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.877;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.800
SRR18211931	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0046_JUNCTION_02:0.849;ECBAIT_0_0046_MEMBER_INTERIOR_01:0.894;ECBAIT_1_0022_JUNCTION_03:0.776
SRR18211932	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.740;ECBAIT_10_0151_JUNCTION_03:0.732
SRR18211933	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211935	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.980;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211934	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.836;ECBAIT_10_0151_JUNCTION_03:0.729
SRR18211936	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211938	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211937	E1	Escherichia coli	SRP362296	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211939	E1	Escherichia coli	SRP362296	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211940	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211941	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.920
SRR18211942	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211943	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.836;ECBAIT_1_0004_JUNCTION_02:0.716
SRR18211944	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0052_JUNCTION_01:0.734;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.841
SRR18211945	E1	Escherichia coli	SRP362296	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0004_JUNCTION_01:0.743
SRR18211946	E1	Escherichia coli	SRP362296	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211947	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831;ECBAIT_1_0004_JUNCTION_01:0.735
SRR18211948	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.713
SRR18211950	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.725
SRR18211949	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.765
SRR18211951	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000
SRR18211952	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.754;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.920;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.937;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.726
SRR18211953	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211955	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
SRR18211957	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.851
SRR18211960	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.772;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211962	E1	Escherichia coli	SRP362296	3	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.749;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.786;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR18211963	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.876
SRR18211964	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.792;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0022_JUNCTION_03:0.937
SRR18211965	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.822;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000
SRR18211966	E1	Escherichia coli	SRP362296	6	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.980;ECBAIT_0_0046_JUNCTION_02:0.818;ECBAIT_0_0046_MEMBER_INTERIOR_01:0.752;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211967	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211968	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.766
SRR18211970	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211969	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.773;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.760
SRR18211972	E1	Escherichia coli	SRP362296	1	ECBAIT_0_0014_JUNCTION_01:0.969
SRR18211973	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211974	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211976	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211977	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.855;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000
SRR18211978	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.836;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211979	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.983;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211980	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211981	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0046_JUNCTION_02:0.771;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.821;ECBAIT_1_0022_JUNCTION_03:0.865
SRR18211982	E1	Escherichia coli	SRP362296	6	ECBAIT_0_0000_INTERIOR_MODULE_01:0.732;ECBAIT_0_0000_JUNCTION_02:0.790;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0002_JUNCTION_01:0.771;ECBAIT_10_0002_JUNCTION_02:0.894;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211984	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.833;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211983	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211985	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211986	E1	Escherichia coli	SRP362296	5	ECBAIT_0_0000_JUNCTION_02:0.804;ECBAIT_0_0014_JUNCTION_02:0.865;ECBAIT_0_0014_MEMBER_INTERIOR_01:0.978;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0004_JUNCTION_02:0.859
SRR18211988	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR18211989	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.708;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000
SRR18211990	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.804
SRR18211991	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.870;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
SRR18211992	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR18211993	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.914;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.778;ECBAIT_1_0004_JUNCTION_01:0.703
SRR18211996	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.863;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.952;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211997	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.836;ECBAIT_10_0151_JUNCTION_03:0.753;ECBAIT_1_0004_JUNCTION_02:0.716
SRR18211998	E1	Escherichia coli	SRP362296	6	ECBAIT_0_0000_INTERIOR_MODULE_01:0.732;ECBAIT_0_0000_JUNCTION_02:0.845;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0002_JUNCTION_01:0.771;ECBAIT_10_0002_JUNCTION_02:0.894;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.839
SRR18212000	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.758;ECBAIT_10_0151_JUNCTION_03:0.822
SRR18211999	E1	Escherichia coli	SRP362296	3	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.722;ECBAIT_1_0004_JUNCTION_02:0.716
SRR18212001	E1	Escherichia coli	SRP362296	5	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.785;ECBAIT_1_0022_JUNCTION_02:0.939;ECBAIT_1_0022_JUNCTION_03:0.969;ECBAIT_1_0022_MEMBER_INTERIOR_01:1.000
SRR18212002	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
SRR18212004	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.875;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.705
SRR18212005	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.824;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000
SRR18212007	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0172_MEMBER_INTERIOR_01:0.841
SRR18212009	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18212011	E1	Escherichia coli	SRP362296	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
