cohort_order	assembly_id	accession	tip_id	biological_host_unit	exact_sequence_class	near_duplicate_class	representative_tip	representative_distance	placement_status	frozen_clade_id	clade_evidence	nearest_neighbor_tips	nearest_neighbor_distance	sampling_partition_k16	sampling_medoid_tip	row_sha256
205	asm-v1-487cefffd27b4f2fa0a3d6ad	GCF_002535515.1	GCF_002535515.1	exact_assembly_revision:GCF_002535515.1	EX0205	ND0204	GCF_002535515.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002464115.1	0.00383979	L003	GCF_013391275.1	fb528688b8f23bfc5d68a892b32512033cbf037d5e6736c199c2cbaf39532bc9
206	asm-v1-1087ba8246184de84baf972d	GCF_000798075.1	GCF_000798075.1	exact_assembly_revision:GCF_000798075.1	EX0206	ND0205	GCF_000798075.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002152015.1	0.0057215	L003	GCF_013391275.1	13a2c33af59b48f5305d9af8fd1840c87f81ae795c2176b96dd4c179a23abe08
207	asm-v1-469917b627b97794c94884a7	GCF_002232295.1	GCF_002232295.1	exact_assembly_revision:GCF_002232295.1	EX0207	ND0206	GCF_002232295.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003388435.1	0.00405382	L003	GCF_013391275.1	ffde754253f249e5de8aeef62d35f6db1f67f1ef068ea1902808f9e017cb89c8
208	asm-v1-0f589d0ad3399b913d7301ff	GCF_004569745.1	GCF_004569745.1	exact_assembly_revision:GCF_004569745.1	EX0208	ND0207	GCF_004569745.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019050495.1	0.00358398	L003	GCF_013391275.1	4345d27c3241f4ae5cf4290dfe08ce90532ecef8c23636faed894457fe1845d7
209	asm-v1-98aa3254a5f904b54ecde55b	GCF_000418675.1	GCF_000418675.1	exact_assembly_revision:GCF_000418675.1	EX0209	ND0208	GCF_000418675.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001520375.1	0.00196744	L009	GCF_001520375.1	83c421f524e495fa7aad141d45098f015f77c9445544e11680ead3abb2fe9cd7
210	asm-v1-b395fefb26507a3867cdc025	GCF_006232215.1	GCF_006232215.1	exact_assembly_revision:GCF_006232215.1	EX0210	ND0209	GCF_006232215.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_020421595.1	0.00463024	L003	GCF_013391275.1	faaa9094abb74886db8a4c986224d638e8fb15df4fb521e42c1b92b5302adeb4
211	asm-v1-1b5c11f5e878ed54a8ff1c94	GCF_006238305.1	GCF_006238305.1	exact_assembly_revision:GCF_006238305.1	EX0211	ND0210	GCF_006238305.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004568995.1	0.00195939	L010	GCF_003317605.1	3bafcf1fa63e93475d61bbc779e981ab551ddce049fcdd5b42c4aabf78bf0fb5
212	asm-v1-adebdca2d15598736d402d59	GCF_000492235.1	GCF_000492235.1	exact_assembly_revision:GCF_000492235.1	EX0212	ND0211	GCF_000492235.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_011404355.1	0.00588526	L003	GCF_013391275.1	a3da6b44257bdef32af8d2c6c124f2832f63c3d39c2028bb529f4e24738dc0f3
213	asm-v1-90acba1100ca68f6ef5b6ad4	GCF_003981055.1	GCF_003981055.1	exact_assembly_revision:GCF_003981055.1	EX0213	ND0212	GCF_003981055.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003981255.1	0.000646235	L003	GCF_013391275.1	1d7132a08bde2a63c822f61eab90b219b801532a05164593ee0ccc362903679f
214	asm-v1-2471af85075afccac0f2d72c	GCF_005395665.1	GCF_005395665.1	exact_assembly_revision:GCF_005395665.1	EX0214	ND0213	GCF_005395665.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_015699095.1	0.00260808	L003	GCF_013391275.1	192c177a4e9439bff4a9a13fafa860896bbd92795282be631bdbe789e360ce0c
215	asm-v1-5e76c4a1f13a39d05d1e564d	GCF_015163255.1	GCF_015163255.1	exact_assembly_revision:GCF_015163255.1	EX0215	ND0214	GCF_015163255.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002223485.1	0.00281864	L004	GCF_015163255.1	a29ab12ad71e86e926eb3e9df3d0714dd84c8cfc71d45d63259d956c9811a94d
216	asm-v1-8c48396916a6bcce041bacb3	GCF_000357005.2	GCF_000357005.2	exact_assembly_revision:GCF_000357005.2	EX0216	ND0215	GCF_000357005.2	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000357045.2	0.000461375	L003	GCF_013391275.1	4e12cbf85e9be2e5ad22055b2173bd78810d8ac01bcaf0cb4adff52205184c14
217	asm-v1-9e376289712aa9224cd79fb9	GCF_006349805.1	GCF_006349805.1	exact_assembly_revision:GCF_006349805.1	EX0217	ND0216	GCF_006349805.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003304615.1	0.00462398	L003	GCF_013391275.1	6754e9ee3cb405f83e654d9723872177271265985a7467de0be2f10d12e80b5d
218	asm-v1-c14fa6f47d5e10d3086ba4cb	GCF_013369795.1	GCF_013369795.1	exact_assembly_revision:GCF_013369795.1	EX0218	ND0217	GCF_013369795.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002152015.1	0.00514508	L003	GCF_013391275.1	d42a1ac3883882f3c0b84d39e9b2d634fe4323a663b3e39b9a963be8354f0c0d
219	asm-v1-4b514eabdef5be1146b365d2	GCF_004661505.1	GCF_004661505.1	exact_assembly_revision:GCF_004661505.1	EX0219	ND0218	GCF_004661505.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005043625.1	0.00231761	L003	GCF_013391275.1	3d484989753b6994659d8ed7d2b275364fc6c89bb64412511ebbc18ad879f482
220	asm-v1-5540b4d951213758baba1bf7	GCF_002465635.1	GCF_002465635.1	exact_assembly_revision:GCF_002465635.1	EX0220	ND0219	GCF_002465635.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013391275.1	0.00927356	L003	GCF_013391275.1	ca920ed2ba7cb99a1c4f7650bb37a358cb0cdb00b41009183f3768850a26101a
221	asm-v1-8997c58fbb60b536268b3049	GCF_016889485.1	GCF_016889485.1	exact_assembly_revision:GCF_016889485.1	EX0221	ND0220	GCF_016889485.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003293265.1	0.00462711	L003	GCF_013391275.1	9685849351b23e7a258437b6c09bd828f280417270f03ac99c365736919ccd15
222	asm-v1-f2a7f6f4b54fc711fad82f46	GCF_006236075.1	GCF_006236075.1	exact_assembly_revision:GCF_006236075.1	EX0222	ND0221	GCF_006236075.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_015644135.1	0.00444015	L003	GCF_013391275.1	c02440e333ce9534927ce66922d96294089d9856459ef471619ce70bab2ba983
223	asm-v1-bd027f5882869e232004133b	GCF_015160015.1	GCF_015160015.1	exact_assembly_revision:GCF_015160015.1	EX0223	ND0222	GCF_015160015.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_015160055.1	0.00174596	L003	GCF_013391275.1	12c29581d6ecebdcacef3c9eb92302595421f884bdfe77f51b143019bd1d926a
224	asm-v1-fc463dcc32b702691badb65a	GCF_001679985.1	GCF_001679985.1	exact_assembly_revision:GCF_001679985.1	EX0224	ND0223	GCF_001679985.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002537165.1	0.00926554	L003	GCF_013391275.1	18fe489336ffa24f8791a56a92aad88f08b10ef0a0268762ad7f26cf1495d415
225	asm-v1-785f476bb99126a1fb2e85d7	GCF_003830805.1	GCF_003830805.1	exact_assembly_revision:GCF_003830805.1	EX0225	ND0224	GCF_003830805.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009789835.1	0.00335226	L003	GCF_013391275.1	14eeb32d0d80619f8393aaa7ca3436d58e42b24fd95b68fa6ce4d4c0d8381b9a
226	asm-v1-918cbf37faf9a5e48b7b1254	GCF_020422075.1	GCF_020422075.1	exact_assembly_revision:GCF_020422075.1	EX0226	ND0225	GCF_020422075.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020422745.1	0.00147774	L011	GCF_009910875.1	dad9bbf878b8962cbb816610f1ee1a8b19e559c7bee60e45bd1dcb765e846c07
227	asm-v1-83b56d79dac7c3acefc206ec	GCF_900196545.1	GCF_900196545.1	exact_assembly_revision:GCF_900196545.1	EX0227	ND0226	GCF_900196545.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003988355.1	0.00731875	L003	GCF_013391275.1	7da6490647b01b5ded026a222994719e14ddb0367f1a17f8b10a5e799b65a8fd
228	asm-v1-aef61d5b7b7e4899afad402e	GCF_017594025.1	GCF_017594025.1	exact_assembly_revision:GCF_017594025.1	EX0228	ND0227	GCF_017594025.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_011404355.1	0.00562857	L003	GCF_013391275.1	7f93d71061d6d01749b6f323391a9c6e0384a34de3408de7f107a3095bca4b6b
229	asm-v1-6da6858d69b9477a0b54990e	GCF_905219285.1	GCF_905219285.1	exact_assembly_revision:GCF_905219285.1	EX0229	ND0228	GCF_905219285.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000332755.1	0.00379789	L003	GCF_013391275.1	e02c72131de4adda46ab4d88f01bd3b0d19bfd463bd4b77e3fa0d5f432fa8d69
230	asm-v1-00eac9e94937816c22038819	GCF_000304075.2	GCF_000304075.2	exact_assembly_revision:GCF_000304075.2	EX0230	ND0229	GCF_000304075.2	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001285345.1	0.00476231	L003	GCF_013391275.1	8291672b636155df6a03c1b4a4d09acbc5da28be093623f222f57b8b33d08df2
231	asm-v1-ce199643b3194febab988878	GCF_005399365.1	GCF_005399365.1	exact_assembly_revision:GCF_005399365.1	EX0231	ND0230	GCF_005399365.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002228865.1	0.00439681	L003	GCF_013391275.1	208ab6a3525fd8cf7ede1d4d5d7d9926a2831ac156f1bef9989e975f024c1ee0
232	asm-v1-841c375a803c197a12a8f03d	GCF_004767025.1	GCF_004767025.1	exact_assembly_revision:GCF_004767025.1	EX0232	ND0231	GCF_004767025.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002487335.1	0.00364314	L003	GCF_013391275.1	bc0479031bdc462b0b483d3faff4524e2f1d37083f255da6bc55558d97c58b0e
233	asm-v1-61db54ba4e39c8f285245707	GCF_019800285.1	GCF_019800285.1	exact_assembly_revision:GCF_019800285.1	EX0233	ND0232	GCF_019800285.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_907175915.1	0.00742778	L003	GCF_013391275.1	fc53a8404759cca301b5acb91a83310e211c222ad36f1575d6baba0b2b1483fd
234	asm-v1-daff540eed20faf035ab67de	GCF_002973095.1	GCF_002973095.1	exact_assembly_revision:GCF_002973095.1	EX0234	ND0233	GCF_002973095.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002972045.1	0.00198626	L012	GCF_000807565.1	d9fda292f87997120ac8dc1e1e946cac97a11f4261e324aa8eb8bd10393f8745
235	asm-v1-6321be3cb6ddc12340c51230	GCF_002916665.1	GCF_002916665.1	exact_assembly_revision:GCF_002916665.1	EX0235	ND0234	GCF_002916665.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002196475.1	0.00464905	L014	GCF_009880335.1	8a004fbfb51177c5cf5ffc1224e18640cdde43f070d561f3f2bfd41fcf8d2f21
236	asm-v1-3fc6bceeacc02a88735246cc	GCF_021108615.1	GCF_021108615.1	exact_assembly_revision:GCF_021108615.1	EX0236	ND0235	GCF_021108615.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001609735.1	0.00178842	L003	GCF_013391275.1	b638572510994ecf8c2d69616de73578bd3ca411b0a23fb86d04316fbf1aca36
237	asm-v1-1b37e39248808415785eea31	GCF_011045235.1	GCF_011045235.1	exact_assembly_revision:GCF_011045235.1	EX0237	ND0236	GCF_011045235.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009880525.1	0.0130879	L014	GCF_009880335.1	888f691180549029b6f4464683e383441da85ba2e647fe6e12ee3d1c658aef98
238	asm-v1-913fdb86e3099e72eeb62d05	GCF_019841145.1	GCF_019841145.1	exact_assembly_revision:GCF_019841145.1	EX0238	ND0237	GCF_019841145.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001894065.1	0.0074935	L003	GCF_013391275.1	e90969d8db8061a6a01d59048705fa26446faae7c69bf196c66930b14ebef64b
239	asm-v1-3cffdd1f3de98796b9642a95	GCF_002769655.1	GCF_002769655.1	exact_assembly_revision:GCF_002769655.1	EX0239	ND0238	GCF_002769655.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000091005.1	0.00118047	L003	GCF_013391275.1	5bbeae06f61e3232c34dfa11941262309b63abf2c4d24cc6b57c4339f4fd71a2
240	asm-v1-2d1440e268020c876299457a	GCF_014855895.1	GCF_014855895.1	exact_assembly_revision:GCF_014855895.1	EX0240	ND0239	GCF_014855895.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002166175.1	0.00108596	L012	GCF_000807565.1	b3670aaeba743fa224d25be46224aa437c674e59c74d5283116788f2aff33f85
241	asm-v1-840dd8decda2b1d411157d40	GCF_006350385.1	GCF_006350385.1	exact_assembly_revision:GCF_006350385.1	EX0241	ND0240	GCF_006350385.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013395785.1	0.0035162	L003	GCF_013391275.1	6cd22d41db5c9186383d1416bd741e33482425c2323e6edda0dae88b94c82872
242	asm-v1-aaba6e48e97c5b702c1a7345	GCF_009627495.1	GCF_009627495.1	exact_assembly_revision:GCF_009627495.1	EX0242	ND0241	GCF_009627495.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_004766845.1	0.000680979	L008	GCF_002806795.1	d316e1d360dfd9110360dbbb722deffa74c3045c0c39174e4c0e814c33643dd9
243	asm-v1-b9c8f681f0af8d6b4cbfe0e0	GCF_003829865.1	GCF_003829865.1	exact_assembly_revision:GCF_003829865.1	EX0243	ND0242	GCF_003829865.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002467555.1	0.00865422	L003	GCF_013391275.1	9e45423bbba63768fa7190de3148c5f0bcb40aa7049411b632365afbfe090858
244	asm-v1-a8899c54ac12f5d2fa71619f	GCF_002810895.1	GCF_002810895.1	exact_assembly_revision:GCF_002810895.1	EX0244	ND0243	GCF_002810895.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_017151225.1	0.00798995	L014	GCF_009880335.1	e6e7b87920c583dade6fdca2f2b57fd864ba1c3127a3cc2c2552d76dc1dc025d
245	asm-v1-69c25f89fc43848d200c20c2	GCF_014170995.1	GCF_014170995.1	exact_assembly_revision:GCF_014170995.1	EX0245	ND0244	GCF_014170995.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_006351305.1	0.00359284	L003	GCF_013391275.1	aa8c9b54b926f983c15d8fc9337997e41a151388cc227e26d0bf5f1bce603150
246	asm-v1-3c45ab2d84c2cf1a0fdef8a4	GCF_000781295.1	GCF_000781295.1	exact_assembly_revision:GCF_000781295.1	EX0246	ND0245	GCF_000781295.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_018069725.1	0.0100249	L012	GCF_000807565.1	b1b2bc3b9c98606d3e120b4553dac9a7dc3714eaa0a03307a9655d7ca7685311
247	asm-v1-8fc2312ecd77fdae4f169593	GCF_002767435.1	GCF_002767435.1	exact_assembly_revision:GCF_002767435.1	EX0247	ND0246	GCF_002767435.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002764815.1	0.00106814	L003	GCF_013391275.1	8e61f3d2f4cb592a27998df6927d9422f9968b5adc8131dd7721413b2cf85aad
248	asm-v1-aae4222b88812cba293725ab	GCF_003982245.1	GCF_003982245.1	exact_assembly_revision:GCF_003982245.1	EX0248	ND0247	GCF_003982245.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003983885.1	0.00140487	L003	GCF_013391275.1	27ea6f6d00fa6acc23631864f7bef5e23fe38072110aaa754170cdd5da6eaf99
249	asm-v1-a9edfd2922de17b79502771a	GCF_900479215.1	GCF_900479215.1	exact_assembly_revision:GCF_900479215.1	EX0249	ND0248	GCF_900479215.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900096855.1	0.00713482	L003	GCF_013391275.1	a704af4a7f13771cb49e4432663a0edfcc17d4dab75559553306bc9e6501b142
250	asm-v1-1322c63cb70c80ecaa9387c5	GCF_020089695.1	GCF_020089695.1	exact_assembly_revision:GCF_020089695.1	EX0250	ND0249	GCF_020089695.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_016786005.1	0.00329408	L004	GCF_015163255.1	1aa965b6b4bf9fcf80647d289dd643d7a4f8de8e2f01863e9f4e6e421cde4897
251	asm-v1-9d9a64dc3cf8cbe52c16ff37	GCF_003337025.1	GCF_003337025.1	exact_assembly_revision:GCF_003337025.1	EX0251	ND0250	GCF_003337025.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009910875.1	0.00519673	L011	GCF_009910875.1	c059ab827352850d8b45a19441e8d9da74068b70571fb51991b8ec0cd7fb343e
252	asm-v1-2c6d9d9e99b74e54885df6b1	GCF_016903995.1	GCF_016903995.1	exact_assembly_revision:GCF_016903995.1	EX0252	ND0251	GCF_016903995.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004767475.1	0.00520967	L003	GCF_013391275.1	2105caba4966da1007aa723259687dc333b9552705ab17aef58a7834bde8fa4b
253	asm-v1-fd88367c435c1255c28d3807	GCF_016761285.1	GCF_016761285.1	exact_assembly_revision:GCF_016761285.1	EX0253	ND0252	GCF_016761285.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003730645.1	0.00182301	L010	GCF_003317605.1	28936eb0c4edd2f2a3cc957d3a48edec2a657c1a90f0ce74612af8a8d9f80a93
254	asm-v1-eeb9d09438712d3941cbbf12	GCF_001619145.1	GCF_001619145.1	exact_assembly_revision:GCF_001619145.1	EX0254	ND0253	GCF_001619145.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002486725.1	0.000419766	L008	GCF_002806795.1	0af22216eb3a1eb3404430fbdd979ee661d2f3ab77d809818ef146e9fe929bed
255	asm-v1-768d16bf92553595997d77a7	GCF_900480335.1	GCF_900480335.1	exact_assembly_revision:GCF_900480335.1	EX0255	ND0254	GCF_900480335.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003322845.1	0.0027876	L003	GCF_013391275.1	e1fb19df3a5398cb502b23d48a966288ccc74af14a9f63e9a1acdb3f18d8a1a2
256	asm-v1-ed9ec5cfa5f50955ee309979	GCF_019104435.1	GCF_019104435.1	exact_assembly_revision:GCF_019104435.1	EX0256	ND0255	GCF_019104435.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002193385.1	0.00267798	L016	GCF_000692515.1	89ec45acc5aa26e758a92d3a3a8b2ef451d809fa49845d1bd2f15ea5a036d65f
257	asm-v1-4776c24df11c745be4519bc1	GCF_001638135.1	GCF_001638135.1	exact_assembly_revision:GCF_001638135.1	EX0257	ND0256	GCF_001638135.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006233325.1	0.00427662	L011	GCF_009910875.1	a3e5151a87b190e0fc753e9da45e14cd118e7e918e28454af61481e5fcb26370
258	asm-v1-0f01314c322ac959500299df	GCF_020786115.1	GCF_020786115.1	exact_assembly_revision:GCF_020786115.1	EX0258	ND0257	GCF_020786115.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020089695.1	0.00428584	L004	GCF_015163255.1	166e796aeb530113de0a9d66540b7f29ac8b8c444c6266c75e31932ee22a3294
259	asm-v1-42d4f9428bd8b819edd0e8b4	GCF_000773575.1	GCF_000773575.1	exact_assembly_revision:GCF_000773575.1	EX0259	ND0258	GCF_000773575.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000517245.1	0.00114209	L003	GCF_013391275.1	54da09f31019120ff968986685731174176c741ebad46a1d885561c0e61504c2
260	asm-v1-d57b682a832268f12fbd1503	GCF_000267105.1	GCF_000267105.1	exact_assembly_revision:GCF_000267105.1	EX0260	ND0259	GCF_000267105.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002195625.1	0.000770662	L008	GCF_002806795.1	390956193347101ae41f1ad38d6adfcfbd906f77db1826f93756cb0e47c8b1dc
261	asm-v1-c03f5c5ccf99e5baaa2e8f50	GCF_008389185.1	GCF_008389185.1	exact_assembly_revision:GCF_008389185.1	EX0261	ND0260	GCF_008389185.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004568995.1	0.00184433	L010	GCF_003317605.1	38f555fb6952cc1866a0c75054cc86cd8e6bff61b9f0dce401a2a33643cbdbb4
262	asm-v1-23c6f96eef9fec00ed672ac6	GCF_000753155.1	GCF_000753155.1	exact_assembly_revision:GCF_000753155.1	EX0262	ND0261	GCF_000753155.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_921293415.1	0.0033377	L003	GCF_013391275.1	f7abefa95e58a8c831507f0e7cc882ad8d0a37e44ed69c341a534f6d4a0fa020
263	asm-v1-bd37a05c4725b3184ca2f214	GCF_902505045.1	GCF_902505045.1	exact_assembly_revision:GCF_902505045.1	EX0263	ND0262	GCF_902505045.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000511425.1	0.0047939	L003	GCF_013391275.1	12f75695afebfdd5a2ce0081fde81c1bd8ef0e752e2b62148ebd5d148d2d96fb
264	asm-v1-49df749027aab3002e60f147	GCF_000249175.1	GCF_000249175.1	exact_assembly_revision:GCF_000249175.1	EX0264	ND0263	GCF_000249175.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_014117345.2	0.00408113	L012	GCF_000807565.1	b0223861770b8eda19939b2eb056610192ac2798ccc338b66d5094f49bb5f418
265	asm-v1-30d91a67b662c22e304d60cc	GCF_005393525.1	GCF_005393525.1	exact_assembly_revision:GCF_005393525.1	EX0265	ND0264	GCF_005393525.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009793765.1	0.00528423	L003	GCF_013391275.1	07d77f56d634e6abea543254b8696d22391658800e0335300cb12281233639e3
266	asm-v1-19d5772a9ecdc4e627e3a02b	GCF_020162325.1	GCF_020162325.1	exact_assembly_revision:GCF_020162325.1	EX0266	ND0265	GCF_020162325.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000940035.2	0.00635099	L003	GCF_013391275.1	64040f02366ba7102424cc881dc4576878e584e9fc5ecc256d7a9eb8920c6cb7
267	asm-v1-a24edf952db79e3913d9b826	GCF_003306715.1	GCF_003306715.1	exact_assembly_revision:GCF_003306715.1	EX0267	ND0266	GCF_003306715.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003317605.1	0.00119072	L010	GCF_003317605.1	5133d6b5f46f2973a1b199ee935ffe8c69398cc3715d8db2183a7b26d4eb13ed
