cohort_order	accession	tip_id	eligible	contig_count	total_bases	n50	ambiguous_bases	content_sha256	sequence_only_sha256	bgzf_sha256	pansn_name_roundtrip	view_path	row_sha256
324	GCF_009899125.1	GCF_009899125.1	PASS	310	4889477	31938	383	3c8834dd86a7c36663c0a1350eb4bad65c6319986b7ebd1f46eae98bc54abb0d	26f331c2625fe80d8fa276a18aebb018f5dd6c3fda880733eb59b927d05c1962	e6ffec829fd7092d640622734f98aea1460e2ccd32e2dd7eaf8795ebcab9f721	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009899125.1.fa	d66d34f7f32a64904744bbe72611c6a1f250c1d756c2ba4704c8e6e518055d0b
325	GCF_002469155.1	GCF_002469155.1	PASS	143	4912472	127528	0	0a1f0d83cdd5cef6051dbfdf1067132c8d4a2a2b93965463c89031838d5d3462	b4efab478007fd1d3ced330946cbc2b2ff1f16dffa395d1f62a86b0f81b0b70d	c6a736d1a26ababd13ab0250f48e2df0b44ce4e1201c5c9330603fc34fe1a553	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002469155.1.fa	2512c16336b3177ba99120686821c710bfb3342cc88861d4660350a5d169bdac
326	GCF_006352105.1	GCF_006352105.1	PASS	164	5312597	229430	3521	85ee9beb9b3ee8b3e4ce9412e1d8f27304d76cd8e7ee29021a5278ac7df68a61	19fd005a5d3ce4e10fbed2625820c2f341ae45cb584b285969b526a42ab16809	efc84298ecbf862b8e2b395c6544fcaedad93bf7548c06a5398544de29570973	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_006352105.1.fa	78ea0cd08066f40793c49cbd334e8051017c5851cf57cdb85c925bffc14b227f
327	GCF_009820835.1	GCF_009820835.1	PASS	124	4527588	106922	0	4a3a848a9ed6b57edc67cb6a9c3b0856070fba1e48601a67cc6040021ed76498	08133c41146b4b3896450de2bd2a20a09f63fe62b68864df981553724b923691	b22dd2e0de801000b49ac361a160958112a424d35d874058cda3e5cdbcd58398	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009820835.1.fa	94ec540ddb753ab663d6750a1aad5217a5b4fc6ddae465613a74288a59e02c2b
328	GCF_001506145.1	GCF_001506145.1	PASS	289	5520644	50897	0	ddbb5c3c7ef36cab3c2bddfabc02459d8be7911594c380dccdca89ffeca4b6a8	731ad91e6305d8ce5a6106514715aad1b6e581b956e3ea7e8a45a8d83335e801	3f228701ce40df275a5fda59ef2639fa5f50062fde3170f9a943bfa707e78038	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001506145.1.fa	3c9f76864d6d4ac568115b9c6ce13573e2eb9e917f550640388d4deed9434221
329	GCF_002546515.1	GCF_002546515.1	PASS	157	4615765	98707	0	ad3cbcc320342fcdc097f321c249e945f2f283b6217e04d7f97ec25180b745d0	60893891f795db016c4c934e674bc9760fac42fd02d55df07a0e08f0bba46509	544e45fe85aea4ec66f527265269446f237856e50dfddc212ecb75a0e86d4449	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002546515.1.fa	25338c0d92d172722eed0dc1c7e0863761204359674e3883f68c74ab17991633
330	GCF_000350765.1	GCF_000350765.1	PASS	13	5206869	2629858	15839	572c20281cff9e29fccd3976fc6fda9c99edaa3c21e7b4bc6d50793070d208d0	d00e473c9efde1d485c4b444185daeca9959ce8c93630a6ca7f617be04856c01	d07a0211a10b09c5fe0715d153015e06d87bf40995934fd07fec9a1142cbf71a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000350765.1.fa	71712ff497ebbf334cf945d1c93956a4880c60fe024d038ab9ba13fc51e36a20
331	GCF_016123575.1	GCF_016123575.1	PASS	133	4971905	145601	0	b2bfe700082641bb39d3e03e2a32289b22c4e4bc72a708891565f5f23eab5888	0c913960ea712616ea9c51fc1de4c5b15b8b5f231bb4b88c8229ddfde2ea1897	9285782ee6a0e56f8086ff6b4bf89e125667ecb356a1fc0cdac4fcc8b4989983	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016123575.1.fa	d3d0621831159ba4544fe264a6dd707be2c6fe4f943283745ca9de0334597f88
332	GCF_003361965.1	GCF_003361965.1	PASS	211	5391115	146068	0	b2eadfa02b4c2601608818f0195d19057ad00e046954beb9fce7f9a0f9b47456	1a841e213229fb2f6d2737cebf78ecc82ac45e9ef6ea93845801229547b9d43b	f9cf0776e74e67fa338004651317cadf218d335c1ba3f4a02ec58870fd860d34	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003361965.1.fa	2b6856e4bfcbed9c30013e763bc89582ca5a1544ad8d92b3be3f8d461c07a951
333	GCF_005395245.1	GCF_005395245.1	PASS	141	4810004	101516	9885	0edbe370ea708a40fda990e64b961883610d78a64da414b25cdb98f31bf37a84	dbe7d9e4029af028ea7143f49ff662fbb185a78878295c66af1f78a2ef1dbe49	f749701e553a3a265a7c39ede8d290464895676b7b2d5bf9012fce384a4937c6	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005395245.1.fa	ed35a038b7e0a07d50edcd4160b4c8d537926e4b9052b234a75b849fe2f4cb5d
334	GCF_003018655.1	GCF_003018655.1	PASS	1	5167951	5167951	0	9c7943031755a4439e42470019980b5ff3d24968518f7f5c09b3e63740dd9723	57add5c09ab4844974ef2bd9c064371e8913a6372f0c4c4fe4efaac9b572b1fc	8e02873148fbe93465ef80c9f50ae75f28eefae7aefdc6d460a4fecc93c0990b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003018655.1.fa	aaae979bb52632b8e2362d6486c8aff8cb8cfa585d9e3c3362ecc6979c9937f0
335	GCF_900499355.1	GCF_900499355.1	PASS	263	5300153	128212	0	19cdb2e665d3a189ddee7fac7c2ab6843d7eedc469402b77c3c5ddeda4546879	9dbbd3f670bdc13fd8f46e3416afa59a566d177e0f387e67e8528c1afd3970fa	2d6a4754537e9d5f54fd2148e4c98131746975ea1824d2282cc750918fe31eff	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900499355.1.fa	e9748001a9ea209e5981464411600fe96f605c193503284134a65a2e53d12b6c
336	GCF_003730645.1	GCF_003730645.1	PASS	112	5231333	228567	294	968cb2ecc783e71c1d02cc5bd0587a3bada3508a257064c4577dbeee26109d1a	31957be20d29788a56404bda2bf77533425a09ac051f610d786a81c66f70a6ec	f5691d3e42f2885c70cf784a1888713210a009c3f57d83fc588a9037efce10d8	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003730645.1.fa	49236b87c1b60a6cf0dc8cb2b02cc06c11865e30cdb6367db833686d17b75bde
337	GCF_000819245.1	GCF_000819245.1	PASS	187	4778879	94688	0	0c03a7ae1f77f27e76f2cc36906be7ef1028b5994ec7e2e542337e23028dc765	2ab3aae2d7563d16b6f56ef811da5b7247fe4317fbc0c5d01b0ff04bbb31f5dd	f1efaf70c55bb50703b8572e0e9ec5f4d8424c3f31d7b5e366e7637ee4964572	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000819245.1.fa	8a7e71e6c07be04f878c610113fcd68941b5cdbb015da883b857bafcc11f3fe7
338	GCF_011603145.1	GCF_011603145.1	PASS	90	4960569	238607	0	1537ce5525b1ca67d7201f72279a5c12b76d39fd9e02373ae6de5aa6f2e1c7a1	545abc25415b929a4468a6c00b98c4aaeb9762c0062e506ad642a071cfa22951	9e10420f458cbb3c3676b08d012e1b811a47504ea24a33dd40edd9f6dfee397a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_011603145.1.fa	845a0130c5e49ee26ca3426e9eaaaefee3c308101f1711fb69ace12dad3345eb
339	GCF_003027835.1	GCF_003027835.1	PASS	133	4923531	171516	0	a3d39875fa3180359c5d28ac7a4b68042552783c5e211f170d6d2babd19049a4	2f41f46f58b0e79c85b9ffd30390bb28db270536387f985e0e0956c2a7dee29a	bc4d0dc6824a61b8691ca0e9a3d30888949232d11add8e1343cd57ff4ab637c3	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003027835.1.fa	9cb9ffb9ee38059c4cf72c1ba5427f2388301f361171e794e76f7550944dfb89
340	GCF_002485405.1	GCF_002485405.1	PASS	300	5019551	136254	0	e198dcd1a36d160598d3740c72bffa787b45ffa41461dccc036b97c0c7b4763e	a043ad0d6a09f1271f415dfcbc891298b33c8dfdf52cefe254ad599149f9322b	e02539fbd03174475b06eb081797f23b391100e5900bb1092c6f04c297da817f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002485405.1.fa	1d37634a9d9b0ba27a8ef925f28f2388298b23cba64c8e01f6cb75fc902e3d5e
341	GCF_003303815.1	GCF_003303815.1	PASS	131	5192486	196353	0	21a6d2d0ca0076f62bcb72e4dadc381a57aea7412950d3e873ec464ee268d518	e94fe3a22275ecdf471e0530c6e3f446770826aa25dfd91d3df2ad619dcfffb5	5cc62de4d4cac1ee196e0b01eb17b5838fa66373e2e337465cd1d3432f13faa9	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003303815.1.fa	7839f92bd540434daff87634740f6c7ef3bd6e3c2fca9f2e4ccae0cea2bc2410
342	GCF_002534845.1	GCF_002534845.1	PASS	67	4778102	206007	0	aeacf26b3e31a62f19c97b145c5771086ba274c1ea59635f5aff54ba26320388	40a5eac6248cc76c3f6701e7c5cbf95d220c4d72694b041d483e2abbdbd29b6a	f7496550d230c6e60e1596dbcf00fea97e6de1f25bc03b13e2c2365c9bd354fb	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002534845.1.fa	ecebdbca06d413a4a47d5608812895ffd66f7c08ab5296729cd46303dff176a5
343	GCF_900482185.1	GCF_900482185.1	PASS	66	4868917	213740	1503	5063316d2e40503c9b6760a6c0924f3b5e0142b36cf892e1e090b1e0e1b7c9ad	5d3cc22f0b7a734ea76fe4a2bbed041dc56dd90288f744c0c32c1984a064b249	c3fb8d524ca4e5448119f10f7ae6b76bcfd5be1e152a33e4c99c02559436dd04	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900482185.1.fa	0fe89da7f6db772fbea1d8828cea6c555da0fa72057bd5bf7aa0b63010658c41
344	GCF_001521415.1	GCF_001521415.1	PASS	147	4881745	70027	0	63626fc30e6c35f72ad62759e93c180d2b15c75410c22cc6787c876bd6fc4592	2e460a56f654d7197f65779509e93f52fdfc771aefb82d335755ce77c4289f14	c016959232d05d1854968c8305a8b609a32dad1ff9d581cc942ccf640bac7490	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001521415.1.fa	2a5eb76d62d6f3900eae05838a29b0be657f3357007f4e7bbeaf16179811ff0e
345	GCF_001519485.1	GCF_001519485.1	PASS	199	5238576	70518	0	8e29ee7dfdd3cbf46f0fb7c1bbc209ea8fe01866e96baf48aa984dafe9e1c578	4cc657577886eee9787beea7abc866838de45f6a156acb9ca165d1163e797163	239682395fda89f3c99f2d7d9513e816970ea9b8102ea13a9c08574207623471	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001519485.1.fa	e099b0020893a5c2d10da8255d0bd0ef2fc96d9d783610850d2ddc1eaf40db10
346	GCF_000006665.1	GCF_000006665.1	PASS	2	5620522	5528445	6641	6830e4436936b48e9c81f47b57dc65576ba9598aed7e1cc9e372926f23e7f459	1b3f8c526b4099996f787ce1e9669558ebc2fe2ef394812061bfa562a50aa67a	3b5ab168e2749509cf008aaa7ffe82bc6b6a4c3c29e019cadf39763a281a7f17	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000006665.1.fa	f7a30b9ed9cf000483e9f782c5ef214d5e51d9632208772bda41653de06f68c3
347	GCF_015699425.1	GCF_015699425.1	PASS	306	5349640	142510	0	465cc054556c4e6eebfefc4bb3030b0a343c6ec7061ab2386b71b010ad8aac48	1784a33fa7ef657ed646d16b5f5bfed6b7c649d5e7dbc9cd2687c80211135b29	6168a89238d4e46fff874cd189c428b04de2a182aaba426e9b2d080d04a1b4f7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_015699425.1.fa	3728e748e3e70511af765147c7130d78d5fd60176047c86500a9f07b063bc6fc
348	GCF_020051575.1	GCF_020051575.1	PASS	251	5091065	174104	133	3c1e00df34ebc168537a7e946d38cdcb5f60bfb4234dd22e65b134a2c5c9a7c6	ef622bcf6ea904eb2ac0745eed3b872b3d66e60779045ff4514d0d4e7e0774dc	ce91555ce767c31e105f2f3b10584f3df2a3c770f1b15a7af014547c8592edb2	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020051575.1.fa	3e660652591222ff92bd18423d7f4700289e1e9e5e4379d3037829a75e3832c8
349	GCF_000797675.1	GCF_000797675.1	PASS	185	5203794	113637	0	ad6200e8afcacff943ceac030e592131cc4c37d1b0341e1ae1f8649dd5c69989	028d795639c6e4a9d126bed0bd3392c2fd54bc95f6f1cd56cb8eeea16c70b05c	ca31aa847f796a56c289d004c3e67e70c5be94adc422737a12b61c592fcb0fad	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000797675.1.fa	0d24ede808720e9e6318506155cf900f29db6d46143344b2de0630606d1915e1
350	GCF_016123675.1	GCF_016123675.1	PASS	366	5451479	179909	0	25facf11059b92efd367fe87c5e71f95899a7ea2fa0ebe756273f18e761a6c56	38aebbbdf511acab96fbecf0adc06702e3672e49ed936a1e8acab5e06ee779e5	066a5fbab99ff5d442ec8997fc6fff0e0be195cf0946d1791bbfcacbcdd3a8d7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016123675.1.fa	5bce19db1d7d0a57267009804e42f6ca91f377e85a86c1c653e4012470bbfbfc
351	GCF_001285365.1	GCF_001285365.1	PASS	111	4959050	169200	36	1eda15c7cd7e691103186ff934ffe3f34ecdf5b5800749a0bd06f1cb16b4d520	62652dfe750db17692888f1261b267034c0363b71df8f2e1cb44bedfc6eb3dee	c425b4e6ad676cdc82994676ffbe3e7470bf9e5d440af0b85127fbadf5344ab4	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001285365.1.fa	9aadb8c842a672698ed93c755758db410459ed6b96dda460b174d4b197c7ddd6
352	GCF_019202505.1	GCF_019202505.1	PASS	98	4782365	95796	0	8fcead2578b225f2ea8450ecb8b646865aadc7cfe4ddcf89807551ef929704ee	c2691adc844d4d4fed1d3da944b92895e2e91ba85e2037b1f6bb5481858c6211	ad90f428ed2725d8de7395afb8491be750e666449de3364d020c133acbd19a12	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019202505.1.fa	3f386f7106cf09b96b3ff30440b3f70b6a09cf257d3420601caf05c1c33f41ea
353	GCF_003291305.1	GCF_003291305.1	PASS	125	4756415	88243	2069	1cf4639464b9717cb12d56170f52fa433df4a74c0452bbb04ca0b43533ea6599	ad2661268c80393b41c371860bdbdc1be44add8dffa12a4996305d1b3e598d95	81d736d19bbc6b7734f4250d75a3a31997851b887d0301622ae57a11dd6f4823	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003291305.1.fa	e2ce256aecab90fd84ec28479edc9dcd8755ec9c9837d3072bf109ceae404ccd
354	GCF_002518045.1	GCF_002518045.1	PASS	128	4943360	134859	0	980421052cad582acfbdcbe89f1de0faeb34a9492717a5f071fad60f6549e7fa	ec6b09f648de1b56d2080d792b23b07381bb28df3a502ee2893a182e26d01123	3561970c92cc64d6a06b9a505a2667e0cf5922dbffca18cfdad51f055d8706fb	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002518045.1.fa	e00ea75ccaf394d98cac786341a94896cda77ae8034a69207f7541d94bc16bd4
355	GCF_006236345.1	GCF_006236345.1	PASS	147	5163379	191049	3188	a29193c0898bce63510eb05301909a138da7811bd95b60ecf02e62216e2c410c	e31bc951fc5c2191aacec756317b5a5236c5f612bd6c65c89ada89976bbdb30e	57aa79220b9f711394f36d68731d14e52690df9a4058721268d3df6d1bbfc00a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_006236345.1.fa	7cdfea8581f3619712e907aa969f654eddd6d314ed534889ef00755b93826422
356	GCF_000326745.1	GCF_000326745.1	PASS	127	5063872	118551	0	127d5b885bac201b525152ab0fbe3bfa2db451d493480c368bf80f3dda6318ee	6a9fb5e4d5a71ebd74d78a82847075b0ef63aa43abdab39013046ff3ee100bb2	8f8b3e53b9df7fe84658e63dc7dafdfab4ca73bc3ed18f946a7ce23cbdccb99d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000326745.1.fa	bf58901b7edae340698bb131752eb207caf9815cf11b60939d5783d7fa0c4943
357	GCF_002461055.1	GCF_002461055.1	PASS	196	5108618	109684	0	9b44eb820c927cb2a0569560e0a6293f61fc333f94e772010b76de1ac430d170	d2dc3eba0d1bacdc89d3b04714fbd4e343d33ab64035148523e1617208613b42	9bf9e728331fb7d4788ef83b9051ad188eee2b760617d1ea9d6c8cf4a1d36500	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002461055.1.fa	69a599ca0644e1e85cf50217d1e87526d23cd6860ee739de88ce9977873c3663
358	GCF_014169415.1	GCF_014169415.1	PASS	10	5508947	5189151	0	9fa6ba1f3f653d1aee30c550cbb0b7396b47f411cac1b33363f63c398dc219b1	0f220829d76faa1ebf8ae6f8920a9e228d18dbd2cfbc56368338267709208cad	656e385fb7789095dedf89eb4f9eed831146949a719d953679ab7458d8cb106a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_014169415.1.fa	63c71b86c040a615cf33120c25a5d714804ad921ea66f90ba484a69a116a5ca1
359	GCF_000356785.2	GCF_000356785.2	PASS	133	5227220	207399	0	d3e4baf18a401742f5032d7e510ee3b52f85af7c44bd86b9276f493dbf133897	996f0c86abd66cf063287ea2822d54b97ea7f524559ca80cffbb9bc028e23581	c6b4ae8775d1bac4d3ddf346ed7860c8da35b1583d9069c35ff5337bee803824	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000356785.2.fa	ff89f4197820227544e943309db832dfc5da7dbb840bc0e5fd7396fe6482f461
360	GCF_016457665.1	GCF_016457665.1	PASS	105	5079860	125957	0	e922f1d0f58fa55aba7be2cb2d85a5c8b6b5a5f18a87e002025b7ee855849fb9	c0e9bf5e171e9a66f73d44852551487ce0e65ed85be14699cb82f6c19b941709	7028d4c6200ebd50d5127c125dbde1c54a936c9b73ae70d5eb54eb618093c070	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016457665.1.fa	b494f1d286bdfd21c2669bcd6a2788b0ee4ab7de57a56afe2e7c748c34114fab
361	GCF_011306375.1	GCF_011306375.1	PASS	1	5572079	5572079	240	c725475bd35e05e2b8555f5ef25c7a394e03e9d8174cb2b43929b0ca7dfc74dc	ecd4e331ed39b24199682bb41899bdd4b06f27609bceab17df66d91b7f9c083b	049548479381c39d8305f80e18f9173e72208f53198592ea6da0b2795e115837	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_011306375.1.fa	f4ee80cd5db05d734fb542ae11f1e850ec4412ff5c7062b39729938b3d856b39
362	GCF_002193375.1	GCF_002193375.1	PASS	73	4967334	151608	0	753392eab21cb32aeb461140244f5718a17260224beca2d26764947c52ff7ef9	e98e8fc1ea13feafc7a5d9ff3f0f9852c938345587ca644f837b98127f01a5d7	d27c66d4090bb777c9f293e82952739be9783921155fc6f53bd77834ab334926	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002193375.1.fa	5f53aeb28004ce8fd89b59f5c8a794c3ce14a69525ea4a153a5c74ee456e5eb6
363	GCF_900479985.1	GCF_900479985.1	PASS	243	5154600	54920	629	d89a6256dcd633b999287cba68a7ed7c7134816f59a094548c85a48d7f8b4f34	6ff085b8905fbfaa95d7d87d18a4d922b66536a584c161348a60da2ff8f7e70e	0ab562205c9dbd4aadf020b664352addae0625c591a77faf5d3aaf064898c13b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900479985.1.fa	943838cd1a7603b08507df614805211ac90540065b4549b8b7d5d8f980e15134
364	GCF_016735895.1	GCF_016735895.1	PASS	105	5064272	192458	497	8f0452cee6ffb97793d36e6cbd80d64ace43fd0a7f78f0c1298c5bda28ec5f80	786f6dbdf9086c599ca7b2f07a5b7baa1321adb44e765cc339b8a39d1e802669	092cba2439afc2392a5f34ca85fb0d619f8aeeaef43446bd7afc93d46237ee61	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016735895.1.fa	68e4cd993e27ae0907f7c069d88662f5306f65b7b7b9754db124f3a398b59f5d
365	GCF_020515715.1	GCF_020515715.1	PASS	156	5356392	204768	0	a9f7b47c7f7957af53303e74470f58846c5d1d5afb652d0fc26f7013e8caec8a	36ca754da4529e811e3bcae8d6ce0ec3171457aaed932069acff6074081b067f	ef672b176892fcbff99da73a32e9c5ec90d3fd9213d4a62523fb7fcb37079d52	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020515715.1.fa	9c2adc114c98b28717a1a72b11f14dda62bb6f08dc0edd62f91ec004e36c298b
366	GCF_002456795.1	GCF_002456795.1	PASS	368	5029169	77160	0	e0babf4ad3c8e3e02a9e0bcb7cbffc7c945c355e45e17701a7b2e4784356a3c0	8b528827ad61c4a4eecdc5661d7658e1531253ab16bc94a88e678857a32d2738	cd870a4184842d03378af0d60f8b376ded64d34594f08d5275388e074dbfe15a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002456795.1.fa	e33c7da06663e0ea024125a57f71f51685ae5e03b69bb70fd9405e07be4e3818
367	GCF_008033655.1	GCF_008033655.1	PASS	117	4922075	222333	0	fa54783deafadf060d0e9a0b526aa81b2c7f8f775df9bb156a6d60689bd3d36e	03ce425b28a8d3fb5c371383ea0da4d7c5006361cac1638e2c8227f13c1d481b	fbe702bd0f9e73b5abe70c6a088d5a301756fc093fb46bb097e461e865b49d2b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_008033655.1.fa	4da19b54eb072437309489a5d53a3f1ef9c5252cd871f42390b1e225dc66603f
368	GCF_019219385.1	GCF_019219385.1	PASS	412	4940914	149139	0	75963862edc08d9f561707c34b46b085e6eff6cb21b3dfb5aa8738b4075bfd28	d6a6e41bd4617d42d6173402d0c0c615844a6cff9f9cb4df2e40f0431cfa2059	de525de3acbb99fcfb30f7b2e1396be3a7926d021db38bc6f68d86252d4c7981	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019219385.1.fa	ae7a0c02d976fe6d4e9773d4acab22b302de7318e292110d325872a10dc84a8b
369	GCF_020282125.1	GCF_020282125.1	PASS	110	5278830	156542	377	f9b84161dc629063b1d5a4505d6b336b6baa89a8d6fbc1e7211482b77f33f3f8	c0dcd74cda22af2d850fa8b2685cdf975c0b173d98aee10231e2609703acfa32	c4a1ed91e5a9b34f5f43aee492b4c8503cd28c6c280039a73330151133dc4d40	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020282125.1.fa	cd60bebc5aee33eced375146302db70d51f5a7d8b8929a6883f922edef7ee2fa
370	GCF_018884405.1	GCF_018884405.1	PASS	4	5138413	4872115	0	d312e8fd4a777ec9ff01d1c475322726b3ae6c2615748cd355b017f572954ca7	31a70d0b7e4317ae036fe911061c72d1829e4a89a9d7c5e5b1efd0f26a0eccf6	2b2f00b814a9544cc808c349abd94bc4747f0584119400394fa4da11ab101db6	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_018884405.1.fa	a06cddee25b435e3b31a8de6e10a53686fade4f61c595f7380ec3729e92eadcb
371	GCF_004793095.1	GCF_004793095.1	PASS	294	4571397	36422	0	29ab799fa40ddf76375e3241517901173cc2dbb00b27b31c3752a37b08176cab	d521a0ffc65c7135e38c54dc83af7094823cc8985976719439300be69e67a4d3	9ab4427603558edec5edc0e4df499d1b3488d1b6f541f4c957ce7d6df76ab510	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004793095.1.fa	67a8b2ba3702588dba80681b4ed1dc3add0c31553b70c12157c237b2d04c40db
372	GCF_017570645.1	GCF_017570645.1	PASS	5	5402822	5122973	0	8a805a8e175313904a1cfd63880c26af6a37f0ffe9d1d92dee0a3bd528ad7b31	a199ad876b4145b0c67d611436335e626270d07cc1ce2e789c2d78b12bb872f6	f52d4c5eb3ca35200cc4889c3c228949fc3839c56d171cd2872a4660c7ee04ee	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_017570645.1.fa	f21f3a980977ee14e490a882e2b94261df2b8cfcbdce1da7a2b8589fac70be78
