genome_accession	accession_no_version	assembly_version	accession_source_line	all_record_count	all_unique_locus_count	all_valid_coordinate_locus_count	all_hit_scaffold_count	all_total_bp_1based_closed	all_total_bp_end_minus_begin	transposable_flag_positive_record_count	transposable_flag_positive_unique_locus_count	transposable_flag_positive_valid_coordinate_locus_count	transposable_flag_positive_hit_scaffold_count	transposable_flag_positive_total_bp_1based_closed	transposable_flag_positive_total_bp_end_minus_begin	taxonomy_assigned_record_count	taxonomy_assigned_unique_locus_count	taxonomy_assigned_valid_coordinate_locus_count	taxonomy_assigned_hit_scaffold_count	taxonomy_assigned_total_bp_1based_closed	taxonomy_assigned_total_bp_end_minus_begin
GCF_002468965.1	GCF_002468965	1	7263	7	7	7	7	215439	215432	0	0	0	0	0	0	5	5	5	5	192787	192782
GCF_002468985.1	GCF_002468985	1	7264	1	1	1	1	11822	11821	0	0	0	0	0	0	1	1	1	1	11822	11821
GCF_002468995.1	GCF_002468995	1	7265	2	2	2	2	55200	55198	0	0	0	0	0	0	2	2	2	2	55200	55198
GCF_002469015.1	GCF_002469015	1	7266	4	4	4	4	91337	91333	0	0	0	0	0	0	3	3	3	3	86611	86608
GCF_002469045.1	GCF_002469045	1	7267	7	7	7	7	134978	134971	0	0	0	0	0	0	7	7	7	7	134978	134971
GCF_002469055.1	GCF_002469055	1	7268	5	5	5	5	97585	97580	0	0	0	0	0	0	3	3	3	3	71872	71869
GCF_002469075.1	GCF_002469075	1	7269	3	3	3	3	69394	69391	1	1	1	1	34665	34664	3	3	3	3	69394	69391
GCF_002469095.1	GCF_002469095	1	7270	1	1	1	1	2339	2338	0	0	0	0	0	0	0	0	0	0	0	0
GCF_002469115.1	GCF_002469115	1	7271	2	2	2	2	15921	15919	0	0	0	0	0	0	0	0	0	0	0	0
GCF_002469145.1	GCF_002469145	1	7272	3	3	3	3	54059	54056	0	0	0	0	0	0	3	3	3	3	54059	54056
GCF_002469155.1	GCF_002469155	1	7273	2	2	2	2	31130	31128	0	0	0	0	0	0	2	2	2	2	31130	31128
GCF_002469165.1	GCF_002469165	1	7274	5	5	5	5	70511	70506	1	1	1	1	16791	16790	3	3	3	3	57490	57487
GCF_002469205.1	GCF_002469205	1	7275	3	3	3	3	32234	32231	1	1	1	1	13839	13838	2	2	2	2	22696	22694
GCF_002469215.1	GCF_002469215	1	7276	6	6	6	6	58134	58128	0	0	0	0	0	0	6	6	6	6	58134	58128
GCF_002469235.1	GCF_002469235	1	7277	3	3	3	3	97276	97273	0	0	0	0	0	0	3	3	3	3	97276	97273
GCF_002469265.1	GCF_002469265	1	7278	5	5	5	5	100550	100545	0	0	0	0	0	0	4	4	4	4	90873	90869
GCF_002469285.1	GCF_002469285	1	7279	5	5	5	5	36486	36481	1	1	1	1	10712	10711	4	4	4	4	30557	30553
GCF_002469405.1	GCF_002469405	1	7280	1	1	1	1	20829	20828	0	0	0	0	0	0	1	1	1	1	20829	20828
GCF_002469415.1	GCF_002469415	1	7281	4	4	4	4	44595	44591	0	0	0	0	0	0	4	4	4	4	44595	44591
GCF_002469425.1	GCF_002469425	1	7282	5	5	5	4	119069	119064	0	0	0	0	0	0	3	3	3	3	95023	95020
GCF_002469435.1	GCF_002469435	1	7283	5	5	5	5	86408	86403	0	0	0	0	0	0	5	5	5	5	86408	86403
GCF_002469465.1	GCF_002469465	1	7284	4	4	4	4	54997	54993	1	1	1	1	5097	5096	3	3	3	3	49900	49897
GCF_002473425.1	GCF_002473425	1	7285	8	8	8	8	223048	223040	2	2	2	2	90769	90767	8	8	8	8	223048	223040
GCF_002473435.1	GCF_002473435	1	7286	7	7	7	7	119662	119655	0	0	0	0	0	0	6	6	6	6	112510	112504
GCF_002473445.1	GCF_002473445	1	7287	6	6	6	6	143316	143310	1	1	1	1	44776	44775	5	5	5	5	119292	119287
GCF_002473475.1	GCF_002473475	1	7288	3	3	3	3	147514	147511	0	0	0	0	0	0	3	3	3	3	147514	147511
GCF_002473495.1	GCF_002473495	1	7289	3	3	3	3	59957	59954	0	0	0	0	0	0	3	3	3	3	59957	59954
GCF_002473515.1	GCF_002473515	1	7290	5	5	5	5	110019	110014	0	0	0	0	0	0	5	5	5	5	110019	110014
GCF_002473535.1	GCF_002473535	1	7291	2	2	2	2	14548	14546	0	0	0	0	0	0	2	2	2	2	14548	14546
GCF_002473565.1	GCF_002473565	1	7292	5	5	5	4	138374	138369	0	0	0	0	0	0	5	5	5	4	138374	138369
GCF_002473585.1	GCF_002473585	1	7293	4	4	4	4	63666	63662	1	1	1	1	3788	3787	3	3	3	3	59878	59875
GCF_002473605.1	GCF_002473605	1	7294	6	6	6	6	126885	126879	0	0	0	0	0	0	5	5	5	5	110003	109998
GCF_002473645.1	GCF_002473645	1	7295	6	6	6	6	101189	101183	1	1	1	1	3788	3787	5	5	5	5	97401	97396
GCF_002473655.1	GCF_002473655	1	7296	4	4	4	4	63271	63267	0	0	0	0	0	0	3	3	3	3	59878	59875
GCF_002473675.1	GCF_002473675	1	7297	5	5	5	5	80958	80953	0	0	0	0	0	0	4	4	4	4	75516	75512
GCF_002473685.1	GCF_002473685	1	7298	4	4	4	4	62887	62883	0	0	0	0	0	0	3	3	3	3	59099	59096
GCF_002473725.1	GCF_002473725	1	7299	5	5	5	5	74989	74984	0	0	0	0	0	0	3	3	3	3	59104	59101
GCF_002473735.1	GCF_002473735	1	7300	4	4	4	4	61826	61822	0	0	0	0	0	0	3	3	3	3	58433	58430
GCF_002473745.1	GCF_002473745	1	7301	4	4	4	4	60283	60279	0	0	0	0	0	0	3	3	3	3	54841	54838
GCF_002473765.1	GCF_002473765	1	7302	4	4	4	4	69472	69468	1	1	1	1	11916	11915	3	3	3	3	57556	57553
GCF_002473775.1	GCF_002473775	1	7303	4	4	4	4	61344	61340	1	1	1	1	3788	3787	3	3	3	3	57556	57553
GCF_002473795.1	GCF_002473795	1	7304	5	5	5	5	114181	114176	1	1	1	1	38585	38584	5	5	5	5	114181	114176
GCF_002473825.1	GCF_002473825	1	7305	4	4	4	4	61208	61204	0	0	0	0	0	0	3	3	3	3	57815	57812
GCF_002473845.1	GCF_002473845	1	7306	3	3	3	3	41593	41590	1	1	1	1	12926	12925	2	2	2	2	28667	28665
GCF_002473855.1	GCF_002473855	1	7307	4	4	4	4	58524	58520	0	0	0	0	0	0	3	3	3	3	53082	53079
GCF_002473875.1	GCF_002473875	1	7308	5	5	5	5	51813	51808	1	1	1	1	11428	11427	4	4	4	4	50871	50867
GCF_002473895.1	GCF_002473895	1	7309	4	4	4	4	29331	29327	1	1	1	1	11428	11427	3	3	3	3	28389	28386
GCF_002473915.1	GCF_002473915	1	7310	3	3	3	3	34289	34286	1	1	1	1	3788	3787	2	2	2	2	30501	30499
GCF_002473945.1	GCF_002473945	1	7311	4	4	4	4	29739	29735	1	1	1	1	11428	11427	3	3	3	3	28797	28794
GCF_002473955.1	GCF_002473955	1	7312	4	4	4	4	42099	42095	1	1	1	1	10962	10961	3	3	3	3	41157	41154
GCF_002473995.1	GCF_002473995	1	7313	5	5	5	5	51813	51808	1	1	1	1	11428	11427	4	4	4	4	50871	50867
GCF_002474025.1	GCF_002474025	1	7314	4	4	4	4	66600	66596	1	1	1	1	5537	5536	3	3	3	3	61063	61060
GCF_002474035.1	GCF_002474035	1	7315	3	3	3	3	32060	32057	0	0	0	0	0	0	2	2	2	2	28667	28665
GCF_002474045.1	GCF_002474045	1	7316	4	4	4	4	29331	29327	1	1	1	1	11428	11427	3	3	3	3	28389	28386
GCF_002474085.1	GCF_002474085	1	7317	4	4	4	4	29739	29735	1	1	1	1	11428	11427	3	3	3	3	28797	28794
GCF_002474105.1	GCF_002474105	1	7318	4	4	4	4	66092	66088	0	0	0	0	0	0	3	3	3	3	62304	62301
GCF_002474125.1	GCF_002474125	1	7319	3	3	3	3	39126	39123	1	1	1	1	24848	24847	1	1	1	1	24848	24847
GCF_002474135.1	GCF_002474135	1	7320	4	4	4	4	48276	48272	1	1	1	1	11428	11427	3	3	3	3	47334	47331
GCF_002474165.1	GCF_002474165	1	7321	4	4	4	4	67128	67124	0	0	0	0	0	0	3	3	3	3	63735	63732
GCF_002474185.1	GCF_002474185	1	7322	3	3	3	3	34189	34186	1	1	1	1	5537	5536	2	2	2	2	28652	28650
GCF_002474195.1	GCF_002474195	1	7323	3	3	3	3	66670	66667	0	0	0	0	0	0	3	3	3	3	66670	66667
GCF_002474205.1	GCF_002474205	1	7324	4	4	4	4	62221	62217	1	1	1	1	3788	3787	3	3	3	3	58433	58430
GCF_002474225.1	GCF_002474225	1	7325	3	3	3	3	58433	58430	0	0	0	0	0	0	3	3	3	3	58433	58430
GCF_002474245.1	GCF_002474245	1	7326	2	2	2	2	29338	29336	0	0	0	0	0	0	2	2	2	2	29338	29336
GCF_002474265.1	GCF_002474265	1	7327	3	3	3	3	40583	40580	1	1	1	1	11916	11915	2	2	2	2	28667	28665
GCF_002474285.1	GCF_002474285	1	7328	5	5	5	5	67832	67827	0	0	0	0	0	0	4	4	4	4	64439	64435
GCF_002474445.1	GCF_002474445	1	7329	4	4	4	4	85402	85398	0	0	0	0	0	0	3	3	3	3	77109	77106
GCF_002474455.1	GCF_002474455	1	7330	2	2	2	1	63113	63111	0	0	0	0	0	0	2	2	2	1	63113	63111
GCF_002474485.1	GCF_002474485	1	7331	3	3	3	3	59018	59015	0	0	0	0	0	0	2	2	2	2	50688	50686
GCF_002474495.1	GCF_002474495	1	7332	4	4	4	4	63177	63173	0	0	0	0	0	0	3	3	3	3	52356	52353
GCF_002474515.1	GCF_002474515	1	7333	4	4	4	4	57938	57934	0	0	0	0	0	0	3	3	3	3	50391	50388
GCF_002474525.1	GCF_002474525	1	7334	5	5	5	5	112113	112108	0	0	0	0	0	0	4	4	4	4	98717	98713
GCF_002474535.1	GCF_002474535	1	7335	6	6	6	6	150593	150587	0	0	0	0	0	0	5	5	5	5	130956	130951
GCF_002474555.1	GCF_002474555	1	7336	2	2	2	2	8877	8875	0	0	0	0	0	0	1	1	1	1	4115	4114
GCF_002474575.1	GCF_002474575	1	7337	4	4	4	4	81004	81000	0	0	0	0	0	0	3	3	3	3	70414	70411
GCF_002474605.1	GCF_002474605	1	7338	6	6	6	6	195338	195332	0	0	0	0	0	0	5	5	5	5	183114	183109
GCF_002474635.1	GCF_002474635	1	7339	3	3	3	3	66544	66541	0	0	0	0	0	0	2	2	2	2	64057	64055
GCF_002474645.1	GCF_002474645	1	7340	2	2	2	2	83371	83369	0	0	0	0	0	0	2	2	2	2	83371	83369
GCF_002474655.1	GCF_002474655	1	7341	6	6	6	6	232228	232222	0	0	0	0	0	0	6	6	6	6	232228	232222
GCF_002474705.1	GCF_002474705	1	7342	6	6	6	6	179011	179005	0	0	0	0	0	0	5	5	5	5	158760	158755
GCF_002474715.1	GCF_002474715	1	7343	4	4	4	4	143746	143742	0	0	0	0	0	0	4	4	4	4	143746	143742
GCF_002474725.1	GCF_002474725	1	7344	3	3	3	3	104313	104310	0	0	0	0	0	0	3	3	3	3	104313	104310
GCF_002474755.1	GCF_002474755	1	7345	1	1	1	1	35854	35853	0	0	0	0	0	0	1	1	1	1	35854	35853
GCF_002474775.1	GCF_002474775	1	7346	3	3	3	3	49518	49515	0	0	0	0	0	0	1	1	1	1	30989	30988
GCF_002474785.1	GCF_002474785	1	7347	2	2	2	2	43125	43123	0	0	0	0	0	0	2	2	2	2	43125	43123
GCF_002474795.1	GCF_002474795	1	7348	4	4	4	4	106985	106981	0	0	0	0	0	0	4	4	4	4	106985	106981
GCF_002474825.1	GCF_002474825	1	7349	7	7	7	6	179511	179504	0	0	0	0	0	0	6	6	6	5	154815	154809
GCF_002474835.1	GCF_002474835	1	7350	2	2	2	2	15858	15856	0	0	0	0	0	0	2	2	2	2	15858	15856
GCF_002474855.1	GCF_002474855	1	7351	2	2	2	2	64524	64522	0	0	0	0	0	0	2	2	2	2	64524	64522
GCF_002474875.1	GCF_002474875	1	7352	6	6	6	6	209294	209288	0	0	0	0	0	0	5	5	5	5	201475	201470
GCF_002474895.1	GCF_002474895	1	7353	4	4	4	4	125967	125963	0	0	0	0	0	0	4	4	4	4	125967	125963
GCF_002474915.1	GCF_002474915	1	7354	5	5	5	5	186287	186282	0	0	0	0	0	0	4	4	4	4	180034	180030
GCF_002474935.1	GCF_002474935	1	7355	4	4	4	4	67747	67743	0	0	0	0	0	0	3	3	3	3	51210	51207
GCF_002474955.1	GCF_002474955	1	7356	5	5	5	5	221058	221053	0	0	0	0	0	0	5	5	5	5	221058	221053
GCF_002474975.1	GCF_002474975	1	7357	4	4	4	3	96527	96523	0	0	0	0	0	0	4	4	4	3	96527	96523
GCF_002474995.1	GCF_002474995	1	7358	4	4	4	4	39135	39131	0	0	0	0	0	0	3	3	3	3	35668	35665
GCF_002475035.1	GCF_002475035	1	7359	9	9	9	9	189760	189751	1	1	1	1	15169	15168	8	8	8	8	169025	169017
GCF_002475055.1	GCF_002475055	1	7360	5	5	5	5	59137	59132	0	0	0	0	0	0	5	5	5	5	59137	59132
GCF_002475085.1	GCF_002475085	1	7361	5	5	5	5	166240	166235	0	0	0	0	0	0	5	5	5	5	166240	166235
GCF_002475105.1	GCF_002475105	1	7362	3	3	3	3	120841	120838	1	1	1	1	41146	41145	3	3	3	3	120841	120838
GCF_002475125.1	GCF_002475125	1	7363	5	5	5	5	80010	80005	1	1	1	1	23461	23460	4	4	4	4	67403	67399
GCF_002475135.1	GCF_002475135	1	7364	4	4	4	4	90014	90010	0	0	0	0	0	0	4	4	4	4	90014	90010
GCF_002475155.1	GCF_002475155	1	7365	6	6	6	6	176926	176920	0	0	0	0	0	0	6	6	6	6	176926	176920
GCF_002475175.1	GCF_002475175	1	7366	6	6	6	6	173106	173100	0	0	0	0	0	0	6	6	6	6	173106	173100
GCF_002475185.1	GCF_002475185	1	7367	5	5	5	5	96222	96217	0	0	0	0	0	0	5	5	5	5	96222	96217
GCF_002475195.1	GCF_002475195	1	7368	6	6	6	6	148551	148545	0	0	0	0	0	0	5	5	5	5	138943	138938
GCF_002475215.1	GCF_002475215	1	7369	3	3	3	3	63051	63048	0	0	0	0	0	0	3	3	3	3	63051	63048
GCF_002475235.1	GCF_002475235	1	7370	4	4	4	4	90317	90313	0	0	0	0	0	0	4	4	4	4	90317	90313
GCF_002475255.1	GCF_002475255	1	7371	9	9	9	8	178268	178259	0	0	0	0	0	0	8	8	8	7	174538	174530
GCF_002475295.1	GCF_002475295	1	7372	2	2	2	2	22128	22126	0	0	0	0	0	0	1	1	1	1	18233	18232
GCF_002475305.1	GCF_002475305	1	7373	4	4	4	3	127415	127411	0	0	0	0	0	0	4	4	4	3	127415	127411
GCF_002475325.1	GCF_002475325	1	7374	6	6	6	6	100651	100645	0	0	0	0	0	0	5	5	5	5	94194	94189
GCF_002475345.1	GCF_002475345	1	7375	7	7	7	5	158796	158789	0	0	0	0	0	0	6	6	6	5	150488	150482
GCF_002475355.1	GCF_002475355	1	7376	7	7	7	7	144758	144751	0	0	0	0	0	0	6	6	6	6	136560	136554
GCF_002475375.1	GCF_002475375	1	7377	3	3	3	3	50835	50832	0	0	0	0	0	0	1	1	1	1	35581	35580
GCF_002475395.1	GCF_002475395	1	7378	2	2	2	1	53000	52998	0	0	0	0	0	0	2	2	2	1	53000	52998
GCF_002475415.1	GCF_002475415	1	7379	4	4	4	4	96998	96994	0	0	0	0	0	0	4	4	4	4	96998	96994
GCF_002475445.1	GCF_002475445	1	7380	3	3	3	3	90778	90775	0	0	0	0	0	0	3	3	3	3	90778	90775
GCF_002475455.1	GCF_002475455	1	7381	8	8	8	8	167694	167686	0	0	0	0	0	0	8	8	8	8	167694	167686
GCF_002475475.1	GCF_002475475	1	7382	5	5	5	5	164900	164895	0	0	0	0	0	0	5	5	5	5	164900	164895
GCF_002475495.1	GCF_002475495	1	7383	4	4	4	4	99023	99019	0	0	0	0	0	0	3	3	3	3	96009	96006
GCF_002475515.1	GCF_002475515	1	7384	4	4	4	4	95636	95632	0	0	0	0	0	0	3	3	3	3	92622	92619
GCF_002475545.1	GCF_002475545	1	7385	4	4	4	4	111452	111448	0	0	0	0	0	0	4	4	4	4	111452	111448
GCF_002475555.1	GCF_002475555	1	7386	4	4	4	4	105371	105367	1	1	1	1	41683	41682	4	4	4	4	105371	105367
GCF_002475575.1	GCF_002475575	1	7387	8	8	8	8	159583	159575	0	0	0	0	0	0	7	7	7	7	152653	152646
GCF_002475595.1	GCF_002475595	1	7388	1	1	1	1	25501	25500	0	0	0	0	0	0	1	1	1	1	25501	25500
GCF_002475625.1	GCF_002475625	1	7389	9	9	9	9	245183	245174	0	0	0	0	0	0	7	7	7	7	192305	192298
GCF_002475635.1	GCF_002475635	1	7390	5	5	5	5	193445	193440	0	0	0	0	0	0	5	5	5	5	193445	193440
GCF_002475665.1	GCF_002475665	1	7391	3	3	3	3	96498	96495	0	0	0	0	0	0	3	3	3	3	96498	96495
GCF_002475675.1	GCF_002475675	1	7392	4	4	4	4	62046	62042	1	1	1	1	3788	3787	3	3	3	3	58258	58255
GCF_002475705.1	GCF_002475705	1	7393	4	4	4	4	60283	60279	0	0	0	0	0	0	3	3	3	3	54841	54838
GCF_002475725.1	GCF_002475725	1	7394	3	3	3	3	42369	42366	1	1	1	1	5097	5096	2	2	2	2	37272	37270
GCF_002475745.1	GCF_002475745	1	7395	5	5	5	5	80699	80694	0	0	0	0	0	0	4	4	4	4	75257	75253
GCF_002475765.1	GCF_002475765	1	7396	6	6	6	6	97242	97236	1	1	1	1	24848	24847	4	4	4	4	82964	82960
GCF_002475775.1	GCF_002475775	1	7397	4	4	4	4	60694	60690	0	0	0	0	0	0	3	3	3	3	55252	55249
GCF_002475795.1	GCF_002475795	1	7398	4	4	4	4	60954	60950	0	0	0	0	0	0	3	3	3	3	55512	55509
GCF_002475825.1	GCF_002475825	1	7399	4	4	4	4	65039	65035	0	0	0	0	0	0	4	4	4	4	65039	65035
GCF_002475845.1	GCF_002475845	1	7400	5	5	5	5	81032	81027	1	1	1	1	24603	24602	3	3	3	3	66754	66751
GCF_002475865.1	GCF_002475865	1	7401	4	4	4	4	53231	53227	1	1	1	1	5097	5096	3	3	3	3	48134	48131
GCF_002475875.1	GCF_002475875	1	7402	5	5	5	5	85890	85885	1	1	1	1	3788	3787	4	4	4	4	82102	82098
GCF_002475895.1	GCF_002475895	1	7403	4	4	4	4	61579	61575	1	1	1	1	11916	11915	3	3	3	3	49663	49660
GCF_002475925.1	GCF_002475925	1	7404	4	4	4	4	81881	81877	1	1	1	1	7360	7359	3	3	3	3	74521	74518
GCF_002475935.1	GCF_002475935	1	7405	5	5	5	5	84991	84986	0	0	0	0	0	0	4	4	4	4	81203	81199
GCF_002475965.1	GCF_002475965	1	7406	3	3	3	3	34289	34286	0	0	0	0	0	0	2	2	2	2	30501	30499
GCF_002475975.1	GCF_002475975	1	7407	3	3	3	3	50194	50191	1	1	1	1	5097	5096	2	2	2	2	45097	45095
GCF_002476005.1	GCF_002476005	1	7408	4	4	4	4	81028	81024	0	0	0	0	0	0	4	4	4	4	81028	81024
GCF_002476015.1	GCF_002476015	1	7409	4	4	4	4	46116	46112	1	1	1	1	30013	30012	3	3	3	3	45174	45171
GCF_002476045.1	GCF_002476045	1	7410	5	5	5	5	62868	62863	1	1	1	1	3788	3787	4	4	4	4	59080	59076
GCF_002476055.1	GCF_002476055	1	7411	3	3	3	3	59881	59878	0	0	0	0	0	0	3	3	3	3	59881	59878
GCF_002476085.1	GCF_002476085	1	7412	3	3	3	3	72587	72584	1	1	1	1	25421	25420	2	2	2	2	59251	59249
GCF_002476095.1	GCF_002476095	1	7413	4	4	4	4	89626	89622	0	0	0	0	0	0	4	4	4	4	89626	89622
GCF_002476125.1	GCF_002476125	1	7414	3	3	3	3	42937	42934	0	0	0	0	0	0	2	2	2	2	29508	29506
GCF_002476135.1	GCF_002476135	1	7415	3	3	3	3	75688	75685	0	0	0	0	0	0	3	3	3	3	75688	75685
GCF_002476165.1	GCF_002476165	1	7416	4	4	4	4	59568	59564	1	1	1	1	5537	5536	3	3	3	3	54031	54028
GCF_002476195.1	GCF_002476195	1	7417	3	3	3	3	39936	39933	1	1	1	1	10428	10427	2	2	2	2	29508	29506
GCF_002476205.1	GCF_002476205	1	7418	3	3	3	3	33126	33123	1	1	1	1	3788	3787	2	2	2	2	29338	29336
GCF_002476215.1	GCF_002476215	1	7419	5	5	5	5	94473	94468	1	1	1	1	3788	3787	4	4	4	4	90685	90681
GCF_002476255.1	GCF_002476255	1	7420	8	8	8	8	116911	116903	0	0	0	0	0	0	7	7	7	7	113136	113129
GCF_002476265.1	GCF_002476265	1	7421	5	5	5	5	46538	46533	1	1	1	1	5635	5634	5	5	5	5	46538	46533
GCF_002476295.1	GCF_002476295	1	7422	7	7	7	5	146002	145995	1	1	1	1	35556	35555	6	6	6	5	137694	137688
GCF_002476305.1	GCF_002476305	1	7423	5	5	5	5	123270	123265	0	0	0	0	0	0	5	5	5	5	123270	123265
GCF_002476325.1	GCF_002476325	1	7424	4	4	4	4	80884	80880	0	0	0	0	0	0	4	4	4	4	80884	80880
GCF_002476345.1	GCF_002476345	1	7425	3	3	3	3	100095	100092	0	0	0	0	0	0	3	3	3	3	100095	100092
GCF_002476355.1	GCF_002476355	1	7426	7	7	7	7	170612	170605	0	0	0	0	0	0	7	7	7	7	170612	170605
GCF_002476375.1	GCF_002476375	1	7427	4	4	4	4	79779	79775	0	0	0	0	0	0	3	3	3	3	62582	62579
GCF_002476395.1	GCF_002476395	1	7428	3	3	3	3	88288	88285	1	1	1	1	35623	35622	2	2	2	2	72890	72888
GCF_002484375.1	GCF_002484375	1	7429	4	4	4	4	71187	71183	0	0	0	0	0	0	4	4	4	4	71187	71183
GCF_002484405.1	GCF_002484405	1	7430	5	5	5	5	136025	136020	0	0	0	0	0	0	5	5	5	5	136025	136020
GCF_002484415.1	GCF_002484415	1	7431	6	6	6	5	155497	155491	1	1	1	1	15870	15869	5	5	5	4	143332	143327
GCF_002484425.1	GCF_002484425	1	7432	3	3	3	3	86957	86954	0	0	0	0	0	0	3	3	3	3	86957	86954
GCF_002484455.1	GCF_002484455	1	7433	1	1	1	1	30193	30192	0	0	0	0	0	0	1	1	1	1	30193	30192
GCF_002484465.1	GCF_002484465	1	7434	8	8	8	8	176807	176799	1	1	1	1	41149	41148	8	8	8	8	176807	176799
GCF_002484485.1	GCF_002484485	1	7435	4	4	4	4	107452	107448	0	0	0	0	0	0	4	4	4	4	107452	107448
GCF_002484515.1	GCF_002484515	1	7436	5	5	5	5	155124	155119	0	0	0	0	0	0	5	5	5	5	155124	155119
GCF_002484535.1	GCF_002484535	1	7437	6	6	6	6	191549	191543	0	0	0	0	0	0	6	6	6	6	191549	191543
GCF_002484545.1	GCF_002484545	1	7438	4	4	4	4	73053	73049	0	0	0	0	0	0	4	4	4	4	73053	73049
GCF_002484565.1	GCF_002484565	1	7439	4	4	4	4	120422	120418	0	0	0	0	0	0	4	4	4	4	120422	120418
GCF_002484575.1	GCF_002484575	1	7440	5	5	5	5	96422	96417	0	0	0	0	0	0	4	4	4	4	77984	77980
GCF_002484595.1	GCF_002484595	1	7441	6	6	6	5	104666	104660	0	0	0	0	0	0	6	6	6	5	104666	104660
GCF_002484615.1	GCF_002484615	1	7442	7	7	7	7	144129	144122	0	0	0	0	0	0	7	7	7	7	144129	144122
GCF_002484635.1	GCF_002484635	1	7443	3	3	3	3	49909	49906	0	0	0	0	0	0	2	2	2	2	32632	32630
GCF_002484655.1	GCF_002484655	1	7444	3	3	3	3	44368	44365	0	0	0	0	0	0	3	3	3	3	44368	44365
GCF_002484685.1	GCF_002484685	1	7445	4	4	4	3	120192	120188	1	1	1	1	50366	50365	3	3	3	3	112247	112244
GCF_002484695.1	GCF_002484695	1	7446	3	3	3	3	56530	56527	1	1	1	1	30585	30584	3	3	3	3	56530	56527
GCF_002484725.1	GCF_002484725	1	7447	3	3	3	3	51910	51907	0	0	0	0	0	0	2	2	2	2	49440	49438
GCF_002484735.1	GCF_002484735	1	7448	3	3	3	3	99920	99917	0	0	0	0	0	0	3	3	3	3	99920	99917
GCF_002484775.1	GCF_002484775	1	7449	3	3	3	3	100237	100234	0	0	0	0	0	0	3	3	3	3	100237	100234
GCF_002484785.1	GCF_002484785	1	7450	3	3	3	2	70173	70170	0	0	0	0	0	0	3	3	3	2	70173	70170
GCF_002484815.1	GCF_002484815	1	7451	3	3	3	3	71702	71699	0	0	0	0	0	0	3	3	3	3	71702	71699
GCF_002484825.1	GCF_002484825	1	7452	3	3	3	3	71702	71699	0	0	0	0	0	0	3	3	3	3	71702	71699
GCF_002484835.1	GCF_002484835	1	7453	1	1	1	1	6761	6760	0	0	0	0	0	0	1	1	1	1	6761	6760
GCF_002484855.1	GCF_002484855	1	7454	4	4	4	3	68944	68940	0	0	0	0	0	0	3	3	3	3	52622	52619
GCF_002484875.1	GCF_002484875	1	7455	5	5	5	5	73161	73156	0	0	0	0	0	0	4	4	4	4	66040	66036
GCF_002484905.1	GCF_002484905	1	7456	4	4	4	4	106793	106789	0	0	0	0	0	0	3	3	3	3	87187	87184
GCF_002484915.1	GCF_002484915	1	7457	8	8	8	7	158038	158030	0	0	0	0	0	0	7	7	7	6	147448	147441
GCF_002484955.1	GCF_002484955	1	7458	5	5	5	5	98498	98493	0	0	0	0	0	0	5	5	5	5	98498	98493
GCF_002484965.1	GCF_002484965	1	7459	3	3	3	3	101367	101364	0	0	0	0	0	0	3	3	3	3	101367	101364
GCF_002484975.1	GCF_002484975	1	7460	3	3	3	2	62392	62389	0	0	0	0	0	0	3	3	3	2	62392	62389
GCF_002485015.1	GCF_002485015	1	7461	6	6	6	6	120575	120569	0	0	0	0	0	0	4	4	4	4	83879	83875
GCF_002485025.1	GCF_002485025	1	7462	6	6	6	5	125595	125589	0	0	0	0	0	0	6	6	6	5	125595	125589
GCF_002485055.1	GCF_002485055	1	7463	6	6	6	6	157471	157465	0	0	0	0	0	0	6	6	6	6	157471	157465
GCF_002485075.1	GCF_002485075	1	7464	4	4	4	3	118436	118432	0	0	0	0	0	0	3	3	3	2	111424	111421
GCF_002485085.1	GCF_002485085	1	7465	5	5	5	5	148387	148382	0	0	0	0	0	0	4	4	4	4	141718	141714
GCF_002485105.1	GCF_002485105	1	7466	3	3	3	3	107165	107162	1	1	1	1	40265	40264	3	3	3	3	107165	107162
GCF_002485115.1	GCF_002485115	1	7467	4	4	4	4	49386	49382	0	0	0	0	0	0	4	4	4	4	49386	49382
GCF_002485145.1	GCF_002485145	1	7468	8	8	8	7	175517	175509	0	0	0	0	0	0	7	7	7	6	174135	174128
GCF_002485165.1	GCF_002485165	1	7469	6	6	6	6	136641	136635	0	0	0	0	0	0	6	6	6	6	136641	136635
GCF_002485185.1	GCF_002485185	1	7470	5	5	5	5	75412	75407	0	0	0	0	0	0	4	4	4	4	63714	63710
GCF_002485195.1	GCF_002485195	1	7471	7	7	7	7	154501	154494	1	1	1	1	27606	27605	7	7	7	7	154501	154494
GCF_002485225.1	GCF_002485225	1	7472	5	5	5	5	106710	106705	1	1	1	1	35213	35212	4	4	4	4	98192	98188
GCF_002485245.1	GCF_002485245	1	7473	6	6	6	5	163388	163382	0	0	0	0	0	0	6	6	6	5	163388	163382
GCF_002485275.1	GCF_002485275	1	7474	7	7	7	7	110827	110820	0	0	0	0	0	0	7	7	7	7	110827	110820
GCF_002485295.1	GCF_002485295	1	7475	4	4	4	4	101545	101541	0	0	0	0	0	0	4	4	4	4	101545	101541
GCF_002485305.1	GCF_002485305	1	7476	4	4	4	4	84106	84102	0	0	0	0	0	0	4	4	4	4	84106	84102
GCF_002485335.1	GCF_002485335	1	7477	5	5	5	5	135798	135793	0	0	0	0	0	0	5	5	5	5	135798	135793
